taxpayer_type,mailing_city,mailing_province,province,city_municipality,barangay,property_type,class_code,zoning_classification,land_use,unit_no,lot_area_sqm,market_value,assessment_level,assessed_value,tax_rate,tax_amount,assessment_year,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment,due_month,due_quarter,log_market_value,log_assessed_value,log_outstanding_balance
Individual,City of Davao,Davao Del Sur,Davao Del Norte,Santo Tomas,Esperanza,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,95,619692.26,0.2,123938.45,0.0121,1499.66,2022,2,3,1,0,21.6,501.3,81.95,0,3.0,1.0,13.336979892660619,11.72754841887514,6.219197550755999
Company,City of Davao,Davao Del Sur,Davao Oriental,Governor Generoso,Magdug,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,296,1740041.33,0.2,348008.27,0.0115,4002.1,2024,18,8,2,1,41.5,2221.87,70.84,0,12.0,4.0,14.369419998481007,12.759984396332863,7.706554432722038
Individual,Sulop,Davao Del Sur,Davao De Oro,Nabunturan,Bukal,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,97,381608.38,0.2,76321.68,0.0137,1045.61,2024,5,4,1,0,23.1,211.29,88.12,0,3.0,1.0,12.852152798966957,11.242725420809624,5.3579532644439105
Individual,Don Marcelino,Davao Occidental,Davao Del Sur,City of Digos,Aplaya,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,566,1337201.56,0.4,534880.62,0.0129,6899.96,2024,21,8,5,2,98.0,9162.81,5.0,1,6.0,2.0,14.106090347974348,13.189800730366061,9.123017310054214
Individual,Baganga,Davao Oriental,Davao Del Sur,Kiblawan,San Pedro,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,281,1036284.88,0.2,207256.98,0.013,2694.34,2023,9,8,1,1,29.0,1458.53,76.79,0,3.0,1.0,13.85115360968143,12.241719576478227,7.285869745067503
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 22-C (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,118,1145247.37,0.2,229049.47,0.0131,3000.55,2021,13,8,1,0,19.1,309.17,82.24,0,9.0,3.0,13.951132088477948,12.341697651266506,5.737120534266712
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Pandaitan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,250,1772701.22,0.2,354540.24,0.013,4609.02,2022,2,3,1,0,21.8,1274.72,73.43,0,3.0,1.0,14.388015618328051,12.778579951051364,7.151266004088514
Individual,Cateel,Davao Oriental,Davao Oriental,Baganga,Central (Pob.),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1203,2416344.13,0.4,966537.65,0.0104,10051.99,2021,8,8,2,1,51.9,5713.55,47.81,0,3.0,1.0,14.697766679655684,13.781476566484347,8.650770832971261
Individual,City of Davao,Davao Del Sur,Davao Oriental,Cateel,San Rafael,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 14D,46,567359.31,0.25,141839.83,0.015,2127.6,2024,12,8,3,1,47.2,1491.48,40.66,0,9.0,3.0,13.24874984825813,11.862460792394815,7.308194444841964
Company,City of Davao,Davao Del Sur,Davao Oriental,Governor Generoso,Crispin Dela Cruz,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,192,1598402.25,0.45,719281.01,0.0164,11796.21,2022,2,1,1,0,43.2,1863.99,44.0,1,12.0,4.0,14.284515720157643,13.486008785115878,7.531010970133246
Individual,Nabunturan,Davao De Oro,Davao Oriental,Baganga,Bobonao,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,312,698551.12,0.2,139710.22,0.0127,1774.32,2024,13,8,1,1,28.6,947.81,63.44,0,6.0,2.0,13.456765071931947,11.847332856980609,6.855208567816924
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Mapula,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,313,1988640.24,0.2,397728.05,0.0108,4295.46,2021,13,8,2,1,58.3,2314.12,40.75,0,9.0,3.0,14.502962169520861,12.893526273536926,7.747216801030035
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Ma-a,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 22A,107,1708506.8,0.25,427126.7,0.0136,5808.92,2023,10,8,3,1,40.2,4190.01,30.3,1,,,14.351130915935315,12.964838310732118,8.340697033987603
Company,City of Davao,Davao Del Sur,Davao De Oro,Compostela,Aurora,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,362,5185478.71,0.5,2592739.35,0.0182,47187.86,2021,15,8,1,1,31.1,27642.65,69.94,0,6.0,2.0,15.461372914170408,14.76822592452817,10.227151324155876
Company,City of Mati,Davao Oriental,Davao Del Sur,Matanao,  Camanchiles ,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 20D,93,1414450.88,0.25,353612.72,0.012,4243.35,2022,9,8,3,0,35.7,2197.72,41.1,0,12.0,4.0,14.162252650057079,12.775960409897866,7.695630651842711
Individual,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Ubalde,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,581,1232874.48,0.4,493149.79,0.0115,5671.22,2021,2,2,0,0,0.0,1116.57,86.65,0,3.0,1.0,14.024859787590094,13.108570268327526,7.0189119643469615
Individual,Jose Abad Santos,Davao Occidental,Davao Del Sur,City of Davao,Talandang,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,597,2756218.24,0.2,551243.65,0.012,6614.92,2022,15,8,5,2,90.0,8520.69,5.0,1,12.0,4.0,14.829370458024316,13.219934000480677,9.050369956960763
Individual,Hagonoy,Davao Del Sur,Davao Del Sur,Hagonoy,Lanuro,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,253,1160868.13,0.2,232173.63,0.0108,2507.48,2023,19,8,3,1,55.4,1669.67,39.29,0,3.0,1.0,13.964679532534891,12.355245083017442,7.420980022557352
Individual,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Tagurano,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2482,3125787.12,0.4,1250314.85,0.0111,13878.49,2022,4,3,2,1,47.8,9012.26,44.66,1,3.0,1.0,14.955197007755968,14.03890675736027,9.106452105361019
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Padada,Tulogan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,245,1095661.54,0.2,219132.31,0.0115,2520.02,2023,19,8,3,1,57.4,2027.39,34.19,1,12.0,4.0,13.906869797618857,12.297435545064067,7.614997653914628
Company,City of Davao,Davao Del Sur,Davao Oriental,City of Mati,Bobon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,75,343571.74,0.2,68714.35,0.0115,790.22,2023,3,4,1,0,18.4,224.06,79.85,0,12.0,4.0,12.747154129507217,11.137727888478127,5.416367033321851
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,  Matina Aplaya ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,66,524096.25,0.2,104819.25,0.0114,1194.94,2021,1,1,0,0,0.0,280.41,66.21,0,9.0,3.0,13.169432537686241,11.560002257394336,5.63981268065158
Individual,Baganga,Davao Oriental,Davao Del Norte,Island Garden City of Samal,Poblacion,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,139,1129020.88,0.2,225804.18,0.0117,2641.91,2022,4,5,2,1,77.5,1832.06,24.39,1,6.0,2.0,13.936862222926294,12.327427871090013,7.5137419805282075
Individual,City of Davao,Davao Del Sur,Davao De Oro,Maco,Gubatan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,116,692157.9,0.2,138431.58,0.013,1799.61,2021,17,8,3,2,94.0,2000.3,5.0,1,3.0,1.0,13.447570832517645,11.838138699086663,7.601552248383579
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Gov. Vicente Duterte,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1185,884605.45,0.4,353842.18,0.0122,4316.87,2024,16,8,2,1,51.5,2711.11,38.68,0,,,13.692898135820936,12.776609099614644,7.905482208709709
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Matanao,Manga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,174,654838.62,0.2,130967.72,0.0126,1650.19,2021,10,8,2,1,50.9,905.38,50.45,0,3.0,1.0,13.392145629673687,11.78271379504518,6.809458644157027
Individual,City of Davao,Davao Del Sur,Davao Oriental,Governor Generoso,Crispin Dela Cruz,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 07D,53,768080.19,0.25,192020.05,0.014,2688.28,2022,2,1,1,0,26.5,296.79,35.92,0,6.0,2.0,13.551650722688084,12.165360280417062,5.696388540102489
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Lamanan,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 24A,104,2148315.95,0.25,537078.99,0.0138,7411.69,2024,12,8,4,2,101.4,9075.68,5.0,1,6.0,2.0,14.580195279591518,13.193902319567444,9.113463765966667
Individual,Bansalan,Davao Del Sur,Davao Del Sur,City of Davao,Baganihan,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,767,1659471.54,0.4,663788.62,0.012,7965.46,2021,7,6,2,1,43.6,5251.9,36.52,1,3.0,1.0,14.322010362852504,13.405720540905616,8.56653558403185
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tapak,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,276,2504591.93,0.2,500918.39,0.0127,6361.66,2023,16,8,2,1,38.0,3296.85,62.07,0,6.0,2.0,14.733636776302049,13.124200468917904,8.101026019974832
Individual,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Catalunan Grande,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,112,1094515.89,0.2,218903.18,0.0108,2364.15,2022,17,8,1,1,30.4,1238.2,64.32,0,9.0,3.0,13.905823627529962,12.296389378806024,7.122221289102659
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Kiblawan,San Jose,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,392,5139237.68,0.5,2569618.84,0.018,46253.14,2021,5,6,2,1,49.9,30093.77,35.27,1,9.0,3.0,15.452415509729464,14.75926852375085,10.312106681487142
Individual,City of Mati,Davao Oriental,Davao Del Sur,City of Davao,Crossing Bayabas,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,286,2397652.78,0.2,479530.56,0.0119,5706.41,2021,3,3,1,1,58.5,3177.84,15.59,1,6.0,2.0,14.690001225497122,13.080564989700685,8.064271629351646
Company,City of Davao,Davao Del Sur,Davao Del Sur,Bansalan,Tinongtongan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,512,5083079.49,0.5,2541539.75,0.0157,39902.17,2022,11,8,2,1,35.2,21802.36,71.96,0,3.0,1.0,15.441428031440395,14.748281049578837,9.98981936534098
Individual,Sarangani,Davao Occidental,Davao Del Sur,City of Davao,Barangay 4-A (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,265,1889070.97,0.2,377814.19,0.0108,4080.39,2024,19,8,2,1,39.8,2405.26,69.24,0,9.0,3.0,14.451596245281436,12.842160439699732,7.785828953871615
Company,Island Garden City of Samal,Davao Del Norte,Davao Oriental,Manay,San Isidro,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,186,3447044.95,0.5,1723522.48,0.0158,27231.66,2023,19,8,2,0,20.3,7226.53,82.87,0,3.0,1.0,15.053028175842414,14.359881288286932,8.885652624694753
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 22-C (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,95,424210.52,0.2,84842.1,0.0144,1221.73,2021,10,8,1,1,29.4,650.06,60.36,0,3.0,1.0,12.95798747774539,11.348558947379296,6.478601803860172
Company,Maco,Davao De Oro,Davao Del Sur,City of Davao,Barangay 34-D (Pob.),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3766,3800955.97,0.4,1520382.39,0.0126,19156.82,2021,14,8,2,0,21.5,5828.56,80.47,0,3.0,1.0,15.150763427202229,14.234473091280911,8.670696804798293
Company,City of Tagum,Davao Del Norte,Davao Del Sur,City of Davao,Talomo River,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,258,4475140.58,0.5,2237570.29,0.0173,38709.97,2024,16,8,1,1,28.0,21417.07,64.84,0,9.0,3.0,15.31404854717945,14.620901590076096,9.971990237234497
Individual,Malita,Davao Occidental,Davao Del Sur,City of Davao,Barangay 3-A (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,117,1078875.69,0.2,215775.14,0.0106,2287.22,2021,14,8,2,1,34.0,1408.24,63.44,0,6.0,2.0,13.891430955967262,12.281996760355097,7.250805830963473
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Talomo River,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,146,916856.97,0.2,183371.39,0.0111,2035.42,2024,14,8,4,2,78.0,2301.82,5.0,1,9.0,3.0,13.728707853746421,12.119274282215157,7.741889737842974
Individual,Sulop,Davao Del Sur,Davao Del Sur,Kiblawan,  New Sibonga ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,199,1217420.95,0.2,243484.19,0.0111,2702.67,2022,8,7,2,1,45.1,1942.4,37.18,0,,,14.012246025107775,12.402811398299852,7.572194295405339
Individual,Manay,Davao Oriental,Davao Del Norte,Island Garden City of Samal,Linosutan,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3758,4767932.26,0.4,1907172.9,0.0103,19643.88,2024,20,8,2,1,45.3,13404.97,47.77,0,12.0,4.0,15.377423490146136,14.461133070776306,9.50345540911143
Company,City of Panabo,Davao Del Norte,Davao Del Sur,Magsaysay,Mabini,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,253,4002710.43,0.45,1801219.69,0.0135,24316.47,2022,6,7,2,1,37.1,16867.32,59.36,0,6.0,2.0,15.202482546942539,14.403975154130167,9.733192585518852
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Binugao,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,2169,26691742.79,0.5,13345871.39,0.0176,234887.34,2023,3,2,1,1,44.9,113434.93,43.22,1,9.0,3.0,17.099864854203386,16.40671771073356,11.638993463125145
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Cadalian,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,466,1841859.29,0.2,368371.86,0.0129,4752.0,2023,6,7,2,1,56.0,2718.8,36.1,1,9.0,3.0,14.42628664601533,12.816850910725531,7.908313627174858
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Digos,Lungag,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,74,483910.06,0.2,96782.01,0.0128,1238.81,2024,10,8,2,1,47.0,741.5,51.13,0,6.0,2.0,13.089656408482192,11.480226741330915,6.610022870676855
Individual,Carmen,Davao Del Norte,Davao Del Sur,City of Davao,Pampanga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,217,1788428.38,0.2,357685.68,0.0136,4864.53,2022,13,8,3,1,50.1,3827.7,35.85,1,,,14.396848351299173,12.787412686644899,8.25028059896932
Company,City of Davao,Davao Del Sur,Davao Del Norte,City of Panabo,Lower Panaga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,196,984284.72,0.2,196856.94,0.0108,2126.05,2023,14,8,2,1,40.0,1160.83,54.3,0,9.0,3.0,13.799671499740043,12.190237630839109,7.057751627225394
Individual,City of Davao,Davao Del Sur,Davao Del Norte,City of Tagum,Magugpo South,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 08B,38,581562.9,0.25,145390.73,0.0141,2050.01,2022,14,8,1,0,15.0,694.09,78.25,0,6.0,2.0,13.273476133123708,11.887186964884872,6.544041333583735
Individual,City of Davao,Davao Del Sur,Davao Occidental,Sarangani,Patuco,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1652,1611747.81,0.4,644699.12,0.0122,7865.33,2021,14,8,3,1,56.6,6223.48,37.97,1,3.0,1.0,14.29283036484469,13.37654055743178,8.736245183707192
Individual,City of Davao,Davao Del Sur,Davao De Oro,Monkayo,Olaycon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,259,1359106.13,0.2,271821.23,0.0106,2881.31,2022,5,6,3,2,93.0,2710.17,11.98,1,9.0,3.0,14.122338520048434,12.512903565434188,7.905135555020645
Individual,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Pampanga,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 14A,42,630671.73,0.25,157667.93,0.0117,1844.71,2023,14,8,2,1,45.3,969.89,39.82,0,9.0,3.0,13.35454235404454,11.968252733882629,6.878213176601149
Individual,New Corella,Davao Del Norte,Davao Del Sur,City of Davao,Ilang,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 13A,112,1998858.81,0.25,499714.7,0.0116,5796.69,2023,6,6,2,1,37.5,3082.4,46.73,0,12.0,4.0,14.508087480958277,13.121794615690046,8.03378816322624
Company,City of Davao,Davao Del Sur,Davao Oriental,Caraga,San Luis,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1442,14312351.25,0.5,7156175.62,0.0175,125233.07,2021,14,8,2,1,50.3,67872.86,37.7,0,12.0,4.0,16.476633516081343,15.783486404692416,11.125406261515078
Individual,San Isidro,Davao Del Norte,Davao Del Sur,Sulop,Katipunan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,246,1539644.19,0.2,307928.84,0.0106,3264.05,2023,5,5,3,1,71.0,2436.12,6.49,1,3.0,1.0,14.247062551740656,12.637627243799333,7.798572293282836
Individual,City of Digos,Davao Del Sur,Davao Del Sur,City of Davao,Inayangan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,269,1658994.89,0.2,331798.98,0.0108,3583.43,2024,10,8,5,2,78.5,3976.28,5.0,1,3.0,1.0,14.32172309177349,12.712287596461204,8.288353447557146
Individual,Don Marcelino,Davao Occidental,Davao Del Sur,CITY OF DAVAO,Matina Pangi,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3398,7236070.17,0.4,2894428.07,0.01,28944.28,2024,5,5,3,1,55.1,21725.83,5.0,1,6.0,2.0,15.794588960993455,14.87829843710507,9.986303181338634
Company,City of Davao,Davao Del Sur,Davao De Oro,Nabunturan,Basak,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,310,2044065.41,0.2,408813.08,0.0137,5600.74,2022,5,4,2,0,32.1,1460.43,55.43,0,12.0,4.0,14.5304517199932,12.921015759548569,7.287170687406988
Individual,City of Tagum,Davao Del Norte,Davao Oriental,Banaybanay,Panikian,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,224,1493385.62,0.2,298677.12,0.0115,3434.79,2024,13,8,4,1,53.8,2874.36,5.0,1,9.0,3.0,14.216556998122147,12.60712175076797,7.963933162783712
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,Matanao,New Murcia,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,97,522342.54,0.2,104468.51,0.0109,1138.71,2021,18,8,3,1,51.9,887.97,31.37,1,9.0,3.0,13.166080773002427,11.556650537478829,6.790063489162725
Company,Jose Abad Santos,Davao Occidental,Davao De Oro,Compostela,Siocon,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,265,3566083.9,0.45,1604737.75,0.0144,23108.22,2023,16,8,4,1,72.0,17008.36,6.11,1,3.0,1.0,15.086978885310259,14.288471528711689,9.741519059755559
Individual,Jose Abad Santos,Davao Occidental,Davao Del Sur,City of Davao,Communal,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,226,1929826.19,0.2,385965.24,0.0127,4901.76,2021,8,7,4,2,96.6,5194.18,5.0,1,9.0,3.0,14.472941018012122,12.863505183482124,8.555486551633749
Individual,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Camansi,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,190,1711400.43,0.2,342280.09,0.0142,4860.38,2024,9,8,1,1,35.0,2513.34,64.51,0,9.0,3.0,14.352823142538957,12.743387579054207,7.82976562264694
Individual,Sulop,Davao Del Sur,Davao De Oro,Nabunturan,Mainit,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,115,419987.03,0.2,83997.41,0.0119,999.57,2023,15,8,1,0,17.8,227.02,95.84,0,12.0,4.0,12.947981489853419,11.338553149074874,5.429433344405574
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Sibulan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,197,1887779.4,0.2,377555.88,0.0127,4794.96,2023,8,7,2,1,49.4,2492.28,49.25,0,3.0,1.0,14.450912305363314,12.841476511817493,7.821354391697304
Individual,City of Davao,Davao Del Sur,Davao Del Norte,Santo Tomas,Salvacion,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,102,630039.92,0.2,126007.98,0.0143,1801.91,2022,6,5,2,0,40.3,683.1,49.48,0,6.0,2.0,13.353540048639353,11.74410845323531,6.528104105766952
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Bansalan,Tubod,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 15C,41,413707.38,0.25,103426.85,0.0116,1199.75,2023,6,5,2,0,24.2,504.73,67.75,0,12.0,4.0,12.932916608468666,11.546629547150092,6.226002930036065
Individual,City of Davao,Davao Del Sur,Davao Del Norte,City of Panabo,San Pedro,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 20A,58,636786.64,0.25,159196.66,0.0122,1942.2,2021,11,8,3,1,57.3,1173.87,18.81,1,3.0,1.0,13.364191503776205,11.977901853791934,7.068912782159519
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Kiblawan,Abnate,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,836,2198029.32,0.2,439605.86,0.0111,4879.63,2021,3,4,2,1,48.9,3517.59,48.49,1,12.0,4.0,14.60307220820907,12.993636106485386,8.16581562016146
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Bansalan,  Bitaug ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,184,1183100.69,0.2,236620.14,0.0112,2650.15,2021,5,6,1,0,21.1,305.07,86.51,0,12.0,4.0,13.983650098691415,12.374215575647455,5.723813833961155
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tigatto,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,322,1955759.07,0.2,391151.81,0.0105,4107.09,2022,10,8,4,2,99.4,4350.03,5.0,1,12.0,4.0,14.486289458453923,12.8768535810322,8.378167877663584
